3.30,0.30,3.00,9.30,0.30,9.00
7.35,7.35,7.35,6.30,0.30,0.00
3.15,3.30,3.00,9.30,9.00,9.45
3.15,3.15,3.15,9.30,9.00,9.00
6.30,3.00,7.35,6.30,9.00,0.00
3.30,3.00,3.15,9.45,9.30,9.00
3.30,0.30,3.00,9.45,9.30,9.00
3.15,7.35,7.35,9.30,0.30,0.00
3.30,3.00,3.00,9.30,9.00,9.00
3.30,3.00,3.15,9.30,9.00,9.00
